,Café_name,Café_city,Venue_name,Venue_cat,Has_board_game_café
11415,,Astrakhan,Трудинспекция,Government Building,0
11416,,Astrakhan,Минобраз,Government Building,0
11417,,Astrakhan,"Юность России, общественно-государственное физкультурно-спортивное объединение, Астраханское региональное отделение",Building,0
11418,,Astrakhan,Музей гауптвахты,Exhibit,0
11419,,Astrakhan,Ласка. Ветклиника,Veterinarian,0
11420,,Astrakhan,Мэрия Города,City Hall,0
11421,,Astrakhan,"Restoclub ""Perfect""",Nightclub,0
11422,,Astrakhan,Московский Ювелирный Завод Магазин,Jewelry Store,0
11423,,Astrakhan,"Штемпельно-граверная мастерская ""Аэлита""",Factory,0
11424,,Astrakhan,Администрация Астрахани,City Hall,0
11425,,Astrakhan,Алые Паруса Туристическое Агенство,General Travel,0
11426,,Astrakhan,Йога клуб «Сурья»,Yoga Studio,0
11427,,Astrakhan,Турфирма Астратур,General Travel,0
11428,,Astrakhan,Белвест,Shoe Store,0
11429,,Astrakhan,7 континент,Miscellaneous Shop,0
11430,,Astrakhan,Магазин Сувениры На Чернышевского 1,Miscellaneous Shop,0
11431,,Astrakhan,"""Коралл""",Dentist's Office,0
11432,,Astrakhan,Агенство по занятости населения Астраханской области,Building,0
11433,,Astrakhan,47 Маршрутка,Bus Line,0
11434,,Astrakhan,Такт,Jazz Club,0
11435,,Astrakhan,Старое Бистро,Coffee Shop,0
11436,,Augsburg,Mamo Lounge,Bar,0
11437,,Augsburg,Massimiliano,Italian Restaurant,0
11438,,Augsburg,Sausalitos,Mexican Restaurant,0
11439,,Augsburg,Picnic,Café,0
11440,,Augsburg,Centro,Café,0
11441,,Augsburg,caffè bar centro,Italian Restaurant,0
11442,,Augsburg,max 30.1 Coworking Space Augsburg,Coworking Space,0
11443,,Augsburg,Bankhaus Hafner,Bank,0
11444,,Augsburg,Joh.'s Becker,Candy Store,0
11445,,Augsburg,Café Goldener Erker,Ice Cream Shop,0
11446,,Augsburg,dichtl Café Confiserie,Café,0
11447,,Augsburg,HypoVereinsbank Augsburg Maximilianstraße SB-Standort,Bank,0
11448,,Augsburg,Ihle Café,Café,0
11449,,Augsburg,Wolle Schäfer Handarbeiten,Hobby Shop,0
11450,,Augsburg,Stern Apotheke,Pharmacy,0
11451,,Augsburg,Moritzplatz,Plaza,0
11452,,Augsburg,H Moritzplatz,Tram Station,0
11453,,Augsburg,Hausärztlich-internistische Praxis G. Dönmez,Doctor's Office,0
11454,,Augsburg,Per Bacco,Italian Restaurant,0
11455,,Augsburg,Weberhaus,Monument / Landmark,0
11456,,Augsburg,Nam Hoa Moritzplatz,Asian Restaurant,0
11457,,Augsburg,Razz Fazz,Falafel Restaurant,0
11458,,Augsburg,Karches Media - Pit´s Record Store,Record Shop,0
11459,,Augsburg,Scabal,Men's Store,0
11460,,Augsburg,Café allegro,Café,0
11461,,Augsburg,Weißer Hase,Bavarian Restaurant,0
11462,,Augsburg,Mille Miglia,Café,0
11463,,Augsburg,Pamukkale Kebaphaus,Mediterranean Restaurant,0
11464,,Augsburg,Bricks Café,Café,0
11465,,Augsburg,manomama Shop,Clothing Store,0
11466,,Augsburg,Sangam,Indian Restaurant,0
11467,,Augsburg,Mad Motion,Bike Shop,0
11468,,Augsburg,Merkurbrunnen,Well,0
11469,,Augsburg,Da Ponte Pizza,Pizza Place,0
11470,,Augsburg,Capitol,German Restaurant,0
11471,,Augsburg,Pizza alegro pasta,Italian Restaurant,0
11472,,Augsburg,Bosna Stube,BBQ Joint,0
11473,,Augsburg,Kirche St Moritz,Church,0
11474,,Augsburg,Ristorante Pizzeria Dragone,Pizza Place,0
11475,,Augsburg,Ko-Ko's Vitamin-Bar,Juice Bar,0
11476,,Aydın,Aydın Kadın Doğum ve Çocuk Hastalıkları Hastanesi,Hospital,0
11477,,Aydın,Diş Hekimi Samet Arda Altınyürek Muayenehanesi,Dentist's Office,0
11478,,Aydın,Atatürk Kent Meydanı,Plaza,0
11479,,Aydın,Egefiz,Physical Therapist,0
11480,,Aydın,Nero's Cafe,Café,0
11481,,Aydın,hikmet şahin parki,Park,0
11482,,Aydın,yağcı apartmanı,Residential Building (Apartment / Condo),0
11483,,Aydın,Çocuk Cerrahi Servisi Kadın Doğum Hastanesi/Aydın,Hospital,0
11484,,Aydın,Acil Servis,Emergency Room,0
11485,,Aydın,Aydın Kdçh Yenidoğan Yoğun Bakım,Hospital Ward,0
11486,,Aydın,Forum Aydın,Shopping Mall,0
11487,,Aydın,ebebek,Baby Store,0
11488,,Aydın,Prof. Dr. M. Hadi Yaşa,Doctor's Office,0
11489,,Aydın,Dr.Hasan Akalın Muayenehanesi,Doctor's Office,0
11490,,Aydın,AKDvÇHH Jinekoloji Servisi,Medical School,0
11491,,Aydın,Aydın Sgk,Government Building,0
11492,,Aydın,Vinç Otoparkı,Parking,0
11493,,Aydın,Çocuk Hastanesi Durağı,Bus Stop,0
11494,,Aydın,3M Tuning Karo Otomotiv,Automotive Shop,0
11495,,Aydın,BP,Gas Station,0
11496,,Aydın,Özcan kırathanesi,Arts & Entertainment,0
11497,,Aydın,Dr Önder CAN - Aydın Çocuk Doktoru,Doctor's Office,0
11498,,Aydın,Yeni Menderes Pide-Kebap,Diner,0
11499,,Aydın,Aydin Sac Kulubu,Nail Salon,0
11500,,Aydın,Ata büfe,Convenience Store,0
11501,,Aydın,Ottoman Nargile Atölyesi,Hookah Bar,0
11502,,Aydın,ihlas pazarlama a.ş,Coworking Space,0
11503,,Aydın,Dia Yapı Tasarım,Housing Development,0
11504,,Aydın,Bellona Aydın,Furniture / Home Store,0
11505,,Aydın,megaz restorant &cafe,Café,0
11506,,Aydın,Kara Tren Parkı,Park,0
11507,,Aydın,Edessa Kebap,Kebab Restaurant,0
11508,,Aydın,10 LH 172 Renault LAGUNA,Moving Target,0
11509,,Aydın,Peri Büfe Kahvaltı Evi,Breakfast Spot,0
11510,,Aydın,Eren OSGB,Office,0
11511,,Aydın,Dr. Betül Akçanal,Doctor's Office,0
11512,,Aydın,Op. Dr. H. Yalçın EROĞLU özel Kliniği,Doctor's Office,0
11513,,Aydın,Uzm.dr. Önder Can Çocuk Sağlığı Ve Hastalıkları Muayenehanesi,Business Center,0
11514,,Aydın,Opr. Dr. Pınar Temir Muayenehane,Doctor's Office,0
11515,,Aydın,Prof. Dr. Hakan Gemalmaz ozel klinigi,Doctor's Office,0
11516,,Aylesbury Vale,North Marston Village Hall,Building,0
11517,,Aylesbury Vale,HonestBrew,Beer Bar,0
11518,,Aylesbury Vale,The Pilgrim,Bar,0
11519,,Aylesbury Vale,Russet Street,Housing Development,0
11520,,Aylesbury Vale,Addington manor cafe,Café,0
11521,,Aylesbury Vale,Cafe,Café,0
11522,,Aylesbury Vale,Schorne well,Trail,0
11523,,Aylesbury Vale,North Marston Playground,Playground,0
11524,,Aylesbury Vale,Swanbourne clinic,Medical Center,0
11525,,Aylesbury Vale,Enigma Taven,Pub,0
11526,,Aylesbury Vale,Mursley Motors,Automotive Shop,0
11527,,Aylesbury Vale,Cublington Cricket Club,Park,0
11528,,Aylesbury Vale,Spinney Play Area,Playground,0
11529,,Aylesbury Vale,Parrott Bros,Butcher,0
11530,,Aylesbury Vale,JJ Performance,Auto Garage,0
11531,,Aylesbury Vale,St Swithun's Church,Church,0
11532,,Aylesbury Vale,Henry's Coffee Shop,Coffee Shop,0
11533,,Aylesbury Vale,St Mary's church,Church,0
11534,,Aylesbury Vale,Mahabharatuk,Indian Restaurant,0
11535,,Aylesbury Vale,Winslow Show,Other Great Outdoors,0
11536,,Aylesbury Vale,Aroma,Chinese Restaurant,0
11537,,Aylesbury Vale,Piatto Bianco,Italian Restaurant,0
11538,,Aylesbury Vale,Waddesdon Police Station,Police Station,0
11539,,Aylesbury Vale,Premier,Convenience Store,0
11540,,Aylesbury Vale,Quainton Road allotments,Garden,0
11541,,Bacau,Hanu' Lu' Matei 2,Resort,0
11542,,Bacau,Prisaca Village,Mountain,0
11543,,Bacau,Școala Gimnazială Nr.1,School,0
11544,,Bacau,2Mpharm,Pharmacy,0
11545,,Bacau,Zen Lounge Piatra Neamt,Japanese Restaurant,0
11546,,Bacau,Cornet,Non-Profit,0
11547,,Bacau,Palas Mall,Assisted Living,0
11548,,Bacau,Cluj Napoca,Building,0
11549,,Bacau,Berzunți,Forest,0
11550,,Bacau,Club Pavolga,Nightclub,0
11551,,Bacau,Resedinta de Vara,Farm,0
11552,,Bacau,Comuna Solonţ,Field,0
11553,,Bacau,Capu' Dealului,Bar,0
11554,,Bacau,Gardeeen,Garden Center,0
11555,,Bacau,Impuls,Nightclub,0
11556,,Bacau,Gica SRL,Cafeteria,0
11557,,Bacau,Primaria Sanduleni,Community Center,0
11558,,Bacau,George's Places,Nightclub,0
11559,,Bacau,C. L. L.,City Hall,0
11560,,Bacau,Living Room,Piano Bar,0
11561,,Bacau,Conac Maria Tescanu,Castle,0
11562,,Bacau,Râu,Field,0
11563,,Bacau,D.M.S. Salon,Salon / Barbershop,0
11564,,Bacau,Klausenburg Cafe,Café,0
11565,,Bacau,Cernu's Home 272,Garden,0
11566,,Bacau,Mada's Store,Candy Store,0
11567,,Bacau,M.,Tea Room,0
11568,,Bacau,Pub Bursuc,Bubble Tea Shop,0
11569,,Bacau,Livada personala,Garden,0
11570,,Bacau,"Rossetti Tescanu ""George Enescu"" Memorial House",Historic Site,0
11571,,Bacau,Bunica,Farm,0
11572,,Bacau,Cafe Mozart,Buffet,0
11573,,Bacau,Cafe Papillon,Bakery,0
11574,,Bacau,Inside Pool,Pool,0
11575,,Badalona,Can Teixidó,Breakfast Spot,0
11576,,Badalona,MANGO,Women's Store,0
11577,,Badalona,Farmacia Serentill,Pharmacy,0
11578,,Badalona,Shopping Night Badalona,Miscellaneous Shop,0
11579,,Badalona,H&M,Clothing Store,0
11580,,Badalona,Orange,Mobile Phone Shop,0
11581,,Badalona,Stradivarius,Clothing Store,0
11582,,Badalona,4 Pedres,Beer Bar,0
11583,,Badalona,Forn Bertran Mar,Bakery,0
11584,,Badalona,Teatre Zorrilla,Theater,0
11585,,Badalona,Xarcuteria Argudo,Gourmet Shop,0
11586,,Badalona,Jack & jones (carrer del mar),Men's Store,0
11587,,Badalona,Muy Mucho,Furniture / Home Store,0
11588,,Badalona,Blau,Cosmetics Shop,0
11589,,Badalona,Enrique Tomas,Deli / Bodega,0
11590,,Badalona,Club Metropolitan,Gym,0
11591,,Badalona,Frankfurt's Vallès,Sandwich Place,0
11592,,Badalona,Església dels pares Carmelites,Church,0
11593,,Badalona,Xurreria Bertran,Coffee Shop,0
11594,,Badalona,System Action Badalona,Women's Store,0
11595,,Badalona,capadocia,Turkish Restaurant,0
11596,,Badalona,Caruso,Italian Restaurant,0
11597,,Badalona,Enrique Tomás - Carrer del Mar,Spanish Restaurant,0
11598,,Badalona,Botànics,Cocktail Bar,0
11599,,Badalona,MutenTown,Ramen Restaurant,0
11600,,Badalona,Ajuntament de Badalona,City Hall,0
11601,,Badalona,Enològic,Cocktail Bar,0
11602,,Badalona,Las Termas de Ruham,Nail Salon,0
11603,,Badalona,Gubern,Shoe Store,0
11604,,Badalona,Plaça de la Vila,Plaza,0
11605,,Badalona,Retromaster Is Here!,Southern / Soul Food Restaurant,0
11606,,Badalona,Can Joan,Mediterranean Restaurant,0
11607,,Badalona,Solmanía,Tanning Salon,0
11608,,Badalona,Tienda Movistar,Mobile Phone Shop,0
11609,,Badalona,Eurekakids,Toy / Game Store,0
11610,,Badalona,Titania,Gym,0
11611,,Badalona,United Colors of Benetton,Clothing Store,0
11612,,Baia Mare,Hotel Rivulus,Hotel,0
11613,,Baia Mare,Narcoffee Roasters,Coffee Shop,0
11614,,Baia Mare,ZOO CENTER,Pet Store,0
11615,,Baia Mare,Rivulus Café,Hotel Bar,0
11616,,Baia Mare,inspectoratul de politie,Police Station,0
11617,,Baia Mare,Universitatea de Vest „Vasile Goldiș”,General College & University,0
11618,,Baia Mare,Teren Fotbal Liceu Mihai Eminescu,College Football Field,0
11619,,Baia Mare,Colegiul National Mihai Eminescu,College & University,0
11620,,Baia Mare,Platou București,Plaza,0
11621,,Baia Mare,Vodafone,Mobile Phone Shop,0
11622,,Baia Mare,Colegiul National ''Vasile Lucaciu'',High School,0
11623,,Baia Mare,Burn The Streets,Other Great Outdoors,0
11624,,Baia Mare,Granitta Café,Café,0
11625,,Baia Mare,City Gym Baia Mare,Gym / Fitness Center,0
11626,,Baia Mare,Primaria Baia Mare,City Hall,0
11627,,Baia Mare,Generali Asigurari,Building,0
11628,,Baia Mare,Palatul copiilor Baia Mare,Public Art,0
11629,,Baia Mare,Patinoar-Piaţa Revoluţiei,Skating Rink,0
11630,,Baia Mare,DIGI punct,Office,0
11631,,Baia Mare,Daciana,Food & Drink Shop,0
11632,,Baia Mare,Cafe'de Așk,Pub,0
11633,,Baia Mare,E-on,Paper / Office Supplies Store,0
11634,,Baia Mare,HHC - Hope and Homes for Children Romania,Non-Profit,0
11635,,Baia Mare,Consiliul Judetean Maramures,Office,0
11636,,Baia Mare,OTP Bank,Bank,0
11637,,Baia Mare,dali,Café,0
11638,,Baia Mare,Il Padrino 2,Pizza Place,0
11639,,Baia Mare,No Stress Caffe,Café,0
11640,,Baia Mare,Piața Revoluției,Plaza,0
11641,,Baia Mare,PROFI,Supermarket,0
11642,,Baia Mare,Restaurant L’Ulivo,Italian Restaurant,0
11643,,Baia Mare,Colegiul Tehnic George Barițiu,University,0
11644,,Baia Mare,isc - Inspectoratul De Stat In Constructii,Office,0
11645,,Baia Mare,Thrift Shop,Thrift / Vintage Store,0
11646,,Baia Mare,OTTO’S KOFI,Café,0
11647,,Baia Mare,Ojt,Bar,0
11648,,Baia Mare,Athod Club,Nightclub,0
11649,,Baia Mare,OTTO’S KOFI,Café,0
11650,,Baia Mare,Cmi Belbe Vlad,Dentist's Office,0
11651,,Baia Mare,Marks Boutique,Boutique,0
11652,,Balakovo,Гостиница Балаково,Hotel,0
11653,,Balakovo,Администрация БМО,City Hall,0
11654,,Balakovo,Главная площадь города,Plaza,0
11655,,Balakovo,Кинотеатр «МИР»,Indie Movie Theater,0
11656,,Balakovo,"Бизнес Отель ""Арбат""",Hotel,0
11657,,Balakovo,Мост,Bridge,0
11658,,Balakovo,"Центр эстетической медицины ""Соллана""",Health & Beauty Service,0
11659,,Balakovo,Городской Выставочный Ценр,Art Gallery,0
11660,,Balakovo,Oldboy,Salon / Barbershop,0
11661,,Balakovo,Детская музыкальная школа,Music School,0
11662,,Balakovo,До-До Пицца,Pizza Place,0
11663,,Balakovo,УВД на Механизаторов,Courthouse,0
11664,,Balakovo,Центр занятости населения,Office,0
11665,,Balakovo,РФЭИ,College Academic Building,0
11666,,Balakovo,Сбербанк,Bank,0
11667,,Balakovo,"Редакция Газеты ""Суть""",Office,0
11668,,Balakovo,Ярослав,Department Store,0
11669,,Balakovo,Отдел опеки и попечительства,Building,0
11670,,Balakovo,Гемотест,Medical Lab,0
11671,,Balakovo,"проспект героев , 3",Residential Building (Apartment / Condo),0
11672,,Balakovo,"Центр эстетической медицины ""Саллана""",Health & Beauty Service,0
11673,,Balakovo,Стоматологическая Фирма Ортос,Residential Building (Apartment / Condo),0
11674,,Balakovo,Автобус 15,Bus Line,0
11675,,Balakovo,Камелия,Flower Shop,0
11676,,Balakovo,ДШИ №2 им. И. Я. Паницкого,Music School,0
11677,,Balakovo,Русфинанс Банк,Tech Startup,0
11678,,Balakovo,Хан-Атлас,Café,0
11679,,Balakovo,Идеальный тур,General Travel,0
11680,,Balakovo,Топтыжка,Baby Store,0
11681,,Balakovo,городская ёлка,General Entertainment,0
11682,,Balakovo,Тамография,Chiropractor,0
11683,,Balakovo,Гиппократ,Medical Center,0
11684,,Balakovo,Гирудоцентр,Medical Center,0
11685,,Balakovo,Березка,Nail Salon,0
11686,,Balakovo,Jolie,Lounge,0
11687,,Balakovo,Детский сад №8,Building,0
11688,,Balakovo,прачечная,Building,0
11689,,Balıkesir,Mühendislik ve Mimarlık Fakültesi,College Engineering Building,0
11690,,Balıkesir,Çağış Yaylası,Mountain,0
11691,,Balıkesir,Kimya labotatuvari,College Lab,0
11692,,Balıkesir,Emrebayiri tepesi,Arts & Entertainment,0
11693,,Balıkesir,Ofis FEF,Office,0
11694,,Balıkesir,SS Moleküler Biyoloji Biyokimya Lab,College Science Building,0
11695,,Balıkesir,Besyo 204 nolu sınıf,College Classroom,0
11696,,Balıkesir,ingliş,College Classroom,0
11697,,Balıkesir,Besyo 306,College Classroom,0
11698,,Balıkesir,balikesir üniversitesi besyo,University,0
11699,,Balıkesir,Baü BESYO,College Academic Building,0
11700,,Balıkesir,Hesapsal Materyal Fizigi Laboratuvari,University,0
11701,,Balıkesir,BAÜ - BESYO Fakülte İnşaatı,University,0
11702,,Balıkesir,Fizikokimya Araştırma Laboratuvarı D004,College Lab,0
11703,,Balıkesir,Balıkesir Üniversitesi Balık Müzesi,College Lab,0
11704,,Balıkesir,Analitik Kimya Araştırma Laboratuvarı D-104,College Lab,0
11705,,Balıkesir,Biyoloji Lab.,College Lab,0
11706,,Balıkesir,Moleküler Biyoloji ve Genetik Proteom Laboratuvari,College Lab,0
11707,,Balıkesir,FK Lab- Balikesir Üniversitesi,College Lab,0
11708,,Balıkesir,Nakiboglu Research Laboratory,College Lab,0
11709,,Balıkesir,Besyo 205 nolu sınıf 📖,College Classroom,0
11710,,Balıkesir,Baü Fef Nano Manyetik Malzeme Laboratuvarı,College Academic Building,0
11711,,Balıkesir,TÖMER,General College & University,0
11712,,Balıkesir,Balıkesir Üniversitesi Yabancı Diller Yüksekokulu,College Academic Building,0
11713,,Balıkesir,Fef 305 Derslik,College Classroom,0
11714,,Balıkesir,A-106,Winery,0
11715,,Balıkesir,Beden Eğitimi ve Spor Yüksekokulu,University,0
11716,,Balıkesir,Baü Besyo Spor Salonu,College Gym,0
11717,,Balıkesir,KoçFest,Student Center,0
11718,,Balıkesir,Baü besyo basketbol salonu,University,0
11719,,Balıkesir,Fiziko Araştırma Laboratuvarı,Community College,0
11720,,Balıkesir,Balıkesir Üniversitesi Spor Kompleksi,College Gym,0
11721,,Balıkesir,TREND cafe BESYO Kantin,College Cafeteria,0
11722,,Balıkesir,Physical Chemistry Laboratory  (D111),College Lab,0
11723,,Balıkesir,fizikokimya lab balıkesir üniversitesi,College Lab,0
11724,,Balıkesir,Organik Kimya Araştırma Laboratuvarı 2 (D009),College Lab,0
11725,,Balıkesir,Biyokimya Araştırma Laboratuvarı D107,College Lab,0
11726,,Balıkesir,FK Lab- Molekuler Biyoloji Ve Genetik Balikesir Universitesi,College Lab,0
11727,,Balıkesir,BAUN Organik Kimya-Bitki Kimyasi Lab,College Lab,0
11728,,Balıkesir,Baü Fef Fiziksel Kimya Lab D113,College Lab,0
11729,,Banja Luka,Hram Hrista Spasitelja | The Cathedral of Christ the Savior,Church,0
11730,,Banja Luka,Gospodska,Other Great Outdoors,0
11731,,Banja Luka,Gatsby,Nightclub,0
11732,,Banja Luka,Kulturni centar - Banski dvor,Public Art,0
11733,,Banja Luka,Gradska uprava,City Hall,0
11734,,Banja Luka,Gradska uprava Grada Banja Luka,Government Building,0
11735,,Banja Luka,Opium,Nightclub,0
11736,,Banja Luka,Parking kod Kraša,Parking,0
11737,,Banja Luka,Bosna ****,Hotel,0
11738,,Banja Luka,9S,Ice Cream Shop,0
11739,,Banja Luka,ZP Elektrokrajina a.d. Banjaluka,Campaign Office,0
11740,,Banja Luka,Beach Vrbas,Beach,0
11741,,Banja Luka,Vienna,Lounge,0
11742,,Banja Luka,Snek,Bar,0
11743,,Banja Luka,Mac Tire Pub,Pub,0
11744,,Banja Luka,Eronet,Mobile Phone Shop,0
11745,,Banja Luka,Moja Apoteka Centralna,Pharmacy,0
11746,,Banja Luka,M:tel,Office,0
11747,,Banja Luka,Caffe Bar Capriolo,Bar,0
11748,,Banja Luka,Između Banskog dvora i Lemijevog tora,Government Building,0
11749,,Banja Luka,Funky House,Beer Bar,0
11750,,Banja Luka,Nova banka,Bank,0
11751,,Banja Luka,boom boom room,Nightclub,0
11752,,Banja Luka,Kifla&caffe,Bakery,0
11753,,Banja Luka,988,Bar,0
11754,,Banja Luka,Ciao! Gelato,Ice Cream Shop,0
11755,,Banja Luka,Citadela,Ice Cream Shop,0
11756,,Banja Luka,Pekara Arion,Bakery,0
11757,,Banja Luka,Aria,Café,0
11758,,Banja Luka,"Restoran ""President""",Restaurant,0
11759,,Banja Luka,Jova,Bar,0
11760,,Banja Luka,Muzej Savremene Umjetnosti Republike Srpske,Art Museum,0
11761,,Banja Luka,nyx cosmetics,Cosmetics Shop,0
11762,,Banja Luka,Jazz Club Taverna,Jazz Club,0
11763,,Banja Luka,Friedrich Ebert fondacija - Banja Luka,Office,0
11764,,Banja Luka,Levi's Store,Clothing Store,0
11765,,Banja Luka,Pepper - fast food,Fast Food Restaurant,0
11766,,Banja Luka,Caffe Havana,Bar,0
11767,,Banja Luka,Kafana Balkan,Speakeasy,0
11768,,Baranovichi,Площадь Ленина / Lenin Square,Plaza,0
11769,,Baranovichi,МТС,Mobile Phone Shop,0
11770,,Baranovichi,Dolce Vita,Bakery,0
11771,,Baranovichi,IdeaBank,Bank,0
11772,,Baranovichi,Аўтобус № 7,Bus Line,0
11773,,Baranovichi,La Pjazzo,Pizza Place,0
11774,,Baranovichi,"Остановка ""Площадь Ленина"" / Прыпынак ""Плошча імя Леніна""",Bus Stop,0
11775,,Baranovichi,"Фонтан ""Каменный Цветок""",Monument / Landmark,0
11776,,Baranovichi,Городской исполнительный комитет / Горисполком,City Hall,0
11777,,Baranovichi,Парикмахерская,Salon / Barbershop,0
11778,,Baranovichi,Мысль,Bookstore,0
11779,,Baranovichi,Аптека #10,Pharmacy,0
11780,,Baranovichi,Банк Дабрабыт,Bank,0
11781,,Baranovichi,Velcom,Mobile Phone Shop,0
11782,,Baranovichi,Белпочта 225408,Post Office,0
11783,,Baranovichi,Кадр,Camera Store,0
11784,,Baranovichi,Fujifilm,Camera Store,0
11785,,Baranovichi,Colorprint,Design Studio,0
11786,,Baranovichi,A1,Mobile Phone Shop,0
11787,,Baranovichi,"Прыпынак ""Выставачная зала""",Bus Stop,0
11788,,Baranovichi,Мила,Cosmetics Shop,0
11789,,Baranovichi,Бульвар Хейнола,Park,0
11790,,Baranovichi,Горизонт,Hotel,0
11791,,Baranovichi,Бисквит,Dessert Shop,0
11792,,Baranovichi,Гасцiнец,Food & Drink Shop,0
11793,,Baranovichi,Октябрь,Movie Theater,0
11794,,Baranovichi,Продукты #32,Food & Drink Shop,0
11795,,Baranovichi,Фотограф,Outdoor Sculpture,0
11796,,Baranovichi,Byckovski,Leather Goods Store,0
11797,,Baranovichi,Бильyard,Bar,0
11798,,Baranovichi,Realist Cafe,Coffee Shop,0
11799,,Baranovichi,Leto,Café,0
11800,,Baranovichi,Grand Buffet,Café,0
